NQUEST;NCOMP;nord;SEX;PARENT;NASC;ANASC;CIT;ANINGR;MOTIV;STACIV;STUDIO;TIPOLAU;VOTOEDU;SUEDU;SELODE;ANNOEDU;TIPODIP;UNIVER;PRESNORD;NORDP;MOTENT;ANNOENUS;B01;APQUAL2;ASNONOC2;NACE2;NESPLAV;EXLAV;ETALAV;DISLAV;DISANN1;DISANN2;CONTRIB;ACONTRIB;FCONTRIB;OCCNOW;PROBLAV1;CERC2;PROBLAV2;SALMIN;SMARTW;SMARTWA;SMARTWB;ETAPEN;COPPU;PREVCOM;COPPIP;b22;b23a;b23b;b24;b25a;b25b;b25c;ATTIVP;ISCO;NACE;ETALAV2;MISCOVID1;MISCOVID2;MISCOVIDV1;ETA;NASCREG;NASCAREA;IREG;PARENTP;smartwa1;CLETA5;QUAL;Q;SETT;CFRED;PERC;PERL;NPERL;NPERC;AREA3;AREA5;ACOM4C;ACOM5;PESOFIT2;PESOFIT
625193;2;2;2;2;1;1932;1;;;1;7;10;110;110;0;1955;3;;1;2;;;2;15;2;16;1;;28;1;21;;1;21;5;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;88;20;3;20;;;5;6;3;5;0;1;0;0;2;3;5;1;3;16.124.172.962;0.0397290327
625641;2;1;1;1;1;1946;1;;;1;4;;;;;;;;1;1;;;2;15;6;7;2;2;21;2;;;1;37;2;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;74;3;1;8;;;5;6;3;5;0;1;0;0;2;1;2;1;3;84.865.605.917;0.2091039606
625641;2;2;2;2;1;1953;1;;;1;5;;56;60;;1971;5;2;1;2;;;2;15;3;16;1;;20;2;;;1;42;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;67;3;1;8;;;5;6;3;5;1;1;0;0;2;1;2;1;3;84.865.605.917;0.2091039606
625983;2;1;1;1;1;1952;1;;;1;5;;54;60;;1972;2;2;1;1;;;2;15;2;16;1;;25;2;;;1;42;41;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;68;18;3;18;;;5;6;3;5;1;1;0;0;2;3;4;2;4;22.337.201.884;0.5503757775
625983;2;2;2;2;1;1954;1;;;1;5;;42;60;;1974;2;2;2;2;;;2;15;2;16;1;;24;2;;;1;41;2;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;66;16;3;18;;;5;6;3;5;0;1;0;0;2;3;4;2;4;22.337.201.884;0.5503757775
626189;1;1;2;1;1;1933;1;;;4;1;;;;;;;;1;1;;;2;16;;;0;;;;;;;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;87;19;3;19;;;5;6;3;5;1;1;0;0;1;3;5;1;3;66.575.639.121;16.403.853.684
626259;2;1;1;1;1;1956;1;;;1;5;;7;10;;1975;2;2;1;1;;;1;9;;;1;;21;2;;;1;43;0;1;100;2;;;2;;;67;70;;;2;1;2;2;2;2;2;;2521;3;;2;2;;64;5;1;5;;;4;4;2;2;1;1;1;1;1;1;2;0;2;12.608.636.911;31.066.954.486
626259;2;2;2;2;1;1956;1;;;1;3;;;;;;;;2;2;;;2;13;;;1;;16;1;40;;1;4;0;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;64;5;1;5;;;4;7;3;5;0;0;0;1;1;1;2;0;2;12.608.636.911;31.066.954.486
626361;2;1;1;1;1;1938;1;;;1;5;;48;60;;1957;3;2;1;1;;;2;15;2;19;1;;24;2;;;1;32;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;82;13;3;13;;;5;6;3;5;1;1;0;0;2;3;4;1;3;16.131.054.837;0.397459892
626361;2;2;2;2;1;1941;1;;;1;3;;;;;;;;2;2;;;2;16;;;1;;20;2;;;1;3;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;79;13;3;13;;;5;6;3;5;0;1;0;0;2;3;4;1;3;16.131.054.837;0.397459892
626680;1;1;1;1;1;1941;1;;;4;3;;;;;;;;1;1;;;2;15;8;22;2;3;16;2;;;1;30;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;79;9;2;9;;;5;6;3;5;1;1;0;0;1;2;3;0;2;12.738.657.507;31.387.317.739
627067;2;1;2;1;1;1938;1;;;1;3;;;;;;;;1;2;;;2;15;7;1;1;;40;2;;;1;20;0;2;;2;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;82;20;3;20;;;5;6;3;5;0;1;0;0;2;3;5;0;1;12.404.418.075;30.563.771.046
627067;2;2;1;2;1;1933;1;;;1;3;;;;;;;;2;1;;;2;15;2;11;1;;35;2;;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;87;20;3;20;;;5;6;3;5;1;1;0;0;2;3;5;0;1;12.404.418.075;30.563.771.046
628418;3;1;1;1;1;1948;1;;;1;3;;;;;;;;1;1;;;1;8;;;2;3;16;2;;;1;50;0;1;100;2;;;2;;;62;90;;;2;1;2;1;2;2;2;;7412;3;46;2;2;;72;12;2;12;;;5;5;2;2;1;1;1;1;1;2;3;2;4;19.832.103.332;0.4886515933
628418;3;2;2;2;1;1951;1;;;1;3;;;;;;;;2;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;69;12;2;12;;;5;7;3;5;0;0;0;1;1;2;3;2;4;19.832.103.332;0.4886515933
628418;3;3;2;6;1;1971;1;;;2;5;;50;60;;1989;2;1;2;3;;;2;11;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;49;12;2;12;;;3;7;3;5;0;0;0;1;1;2;3;2;4;19.832.103.332;0.4886515933
629458;4;1;1;1;1;1956;1;;;1;3;;;;;;;;1;2;;;1;1;;;1;;22;1;4;;1;36;0;1;60;2;;;2;;;67;60;2;;1;2;2;2;2;2;2;;2144;6;;2;2;;64;20;3;20;;;4;1;1;4;1;1;1;1;1;3;5;1;3;54.861.855.646;13.517.644.963
629458;4;2;2;2;1;1949;1;;;1;5;;42;60;;1971;5;2;1;1;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;71;20;3;20;;;5;7;3;5;0;0;0;1;1;3;5;1;3;54.861.855.646;13.517.644.963
629458;4;3;1;6;1;1984;1;;;2;7;10;109;110;0;2006;2;;2;3;;;2;12;1;4;1;;25;;;10;2;;;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;36;20;3;20;;;2;7;3;5;0;0;0;1;1;3;5;1;3;54.861.855.646;13.517.644.963
629458;4;4;1;6;1;1990;1;;;2;5;;52;60;;2010;2;2;2;4;;;2;11;;;0;;;;;;;;;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;30;20;3;20;;;1;7;3;5;0;0;0;1;1;3;5;1;3;54.861.855.646;13.517.644.963
629478;2;1;1;1;1;1940;1;;;1;5;;7;10;;1960;2;2;1;2;;;2;15;2;1;1;;25;2;;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;80;20;3;20;;;5;6;3;5;1;1;0;0;2;3;5;1;3;1.084.016.736;0.2670954746
629478;2;2;2;2;1;1944;1;;;1;7;9;80;100;0;1968;3;;1;1;;;2;15;3;15;1;;25;2;;;1;35;4;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;76;20;3;20;;;5;6;3;5;0;1;0;0;2;3;5;1;3;1.084.016.736;0.2670954746
629488;2;1;1;1;1;1942;1;;;1;5;;7;10;;1962;2;2;1;1;;;2;15;2;4;1;;25;2;;;1;40;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;78;20;3;20;;;5;6;3;5;1;1;0;0;1;3;5;1;3;14.661.359.432;0.3612474444
629488;2;2;2;2;1;1945;1;;;1;3;;;;;;;;1;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;75;20;3;20;;;5;7;3;5;0;0;0;0;1;3;5;1;3;14.661.359.432;0.3612474444
630345;2;1;1;1;1;1955;1;;;1;3;;;;;;;;1;2;;;2;12;8;9;3;3;17;;;6;1;30;2;2;;1;0;30;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;65;20;3;20;;;5;7;3;5;0;0;0;1;1;3;5;0;1;71.729.056.029;17.673.625.902
630345;2;2;2;2;1;1960;1;;;1;5;;55;60;;1979;1;2;1;1;;;1;1;;;1;;28;1;2;;1;25;0;1;100;2;;;2;;;67;80;2;;1;2;2;2;2;2;2;;5321;17;;2;2;;60;20;3;20;;;4;1;1;3;1;1;1;1;1;3;5;0;1;71.729.056.029;17.673.625.902
630650;1;1;2;1;1;1944;1;;;4;2;;;;;;;;1;1;;;2;15;7;1;3;3;14;2;;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;76;11;2;11;;;5;6;3;5;1;1;0;0;1;2;3;0;1;26.376.902.986;64.991.168.382
631016;2;1;1;1;1;1935;1;;;1;7;4;80;100;0;1960;3;;1;1;;;2;15;2;13;1;;27;2;;;1;38;5;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;85;1;1;1;;;5;6;3;5;1;1;0;0;2;1;1;1;3;13.150.453.961;0.3240196046
631016;2;2;2;2;1;1939;1;;;1;5;;78;100;;1958;2;2;2;2;;;2;15;2;13;1;;24;2;;;1;25;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;81;1;1;1;;;5;6;3;5;0;1;0;0;2;1;1;1;3;13.150.453.961;0.3240196046
631306;6;1;1;1;1;1941;1;;;4;2;;;;;;;;1;1;;;2;15;1;2;5;1;10;2;;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;79;12;2;12;;;5;6;3;5;1;1;0;2;4;2;3;2;4;22.749.691.986;0.5605392958
631306;6;2;2;7;1;1967;1;;;2;3;;;;;;;;2;2;;;2;12;1;19;1;;20;;;2;1;10;0;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;53;12;2;12;;;3;7;3;5;0;0;0;2;4;2;3;2;4;22.749.691.986;0.5605392958
631306;6;3;2;7;1;1972;1;;;3;3;;;;;;;;2;;2;2020;1;1;;;2;1;20;1;1;;1;20;0;2;;1;;;;;;;;2;;1;2;2;2;2;2;2;;5223;7;40;2;2;;48;12;2;12;;;3;1;1;4;0;1;1;2;4;2;3;2;4;22.749.691.986;0.5605392958
631306;6;4;2;9;1;1999;1;;;2;5;;80;100;;2018;1;2;2;3;;;1;1;;;1;;19;2;;;1;3;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;9411;9;;2;2;;21;12;2;12;;;1;1;1;4;0;1;1;2;4;2;3;2;4;22.749.691.986;0.5605392958
631306;6;5;2;9;1;2001;1;;;2;3;;;;;;;;2;4;;;2;11;;;0;;;;;;;;;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;19;12;2;12;;;1;7;3;5;0;0;0;2;4;2;3;2;4;22.749.691.986;0.5605392958
631306;6;6;1;9;1;2012;1;;;2;1;;;;;;;;;;2;2020;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;1;;0;;;;;;8;12;2;12;;;1;7;3;5;0;1;0;2;4;2;3;2;4;22.749.691.986;0.5605392958
631954;2;1;1;1;1;1948;1;;;1;1;;;;;;;;1;1;;;2;15;1;1;10;1;13;2;;;1;44;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;72;16;3;16;;;5;6;3;5;1;1;0;0;1;3;4;2;4;36.900.096.937;0.0909197116
631954;2;2;2;2;1;1951;1;;;1;2;;;;;;;;1;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;69;16;3;16;;;5;7;3;5;0;0;0;0;1;3;4;2;4;36.900.096.937;0.0909197116
632099;2;1;1;1;1;1942;1;;;4;5;;7;10;;1963;3;1;1;1;;;2;15;7;7;1;;17;1;40;;1;40;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;78;8;1;18;;;5;6;3;5;1;1;0;0;2;3;4;2;4;23.735.084.257;0.5848187933
632099;2;2;1;6;1;1982;1;;;2;5;;62;100;;2005;5;2;2;;2;2018;2;16;;;0;;;;;;;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;38;18;3;18;;;2;6;3;5;0;1;0;0;2;3;4;2;4;23.735.084.257;0.5848187933
632118;2;1;1;1;1;1943;1;;;1;5;;54;60;;1975;2;2;1;1;;;2;15;4;7;1;;17;2;;;1;36;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;77;18;3;18;;;5;6;3;5;1;1;0;0;1;3;4;2;4;26.941.140.866;0.066381418
632118;2;2;2;2;1;1949;1;;;1;2;;;;;;;;2;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;71;18;3;18;;;5;7;3;5;0;0;0;0;1;3;4;2;4;26.941.140.866;0.066381418
633412;2;1;1;1;1;1971;1;;;1;5;;68;100;;1991;2;1;1;2;;;1;2;;;1;;23;2;;;1;26;0;1;100;2;;;2;;;60;80;2;;1;2;2;2;2;2;2;;2221;17;;2;2;;49;7;1;7;;;3;2;1;3;0;1;1;2;2;1;1;2;4;50.996.101.317;12.565.145.382
633412;2;2;2;2;1;1973;1;;;1;7;10;107;110;0;2008;2;;1;1;;;1;2;;;1;;21;2;;;1;27;0;1;100;2;;;2;;;60;80;2;;1;2;2;2;2;2;2;;1342;17;;2;2;;47;7;1;7;;;3;2;1;3;1;1;1;2;2;1;1;2;4;50.996.101.317;12.565.145.382
633654;3;1;1;1;1;1956;1;;;1;3;;;;;;;;1;1;;;2;15;4;15;3;1;18;2;;;1;41;5;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;64;3;1;3;;;4;6;3;5;1;1;0;1;2;1;1;2;4;47.222.648.025;11.635.388.244
633654;3;2;2;2;1;1963;1;;;1;3;;;;;;;;2;2;;;2;13;;;2;1;14;2;;;1;15;0;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;57;3;1;3;;;4;7;3;5;0;0;0;1;2;1;1;2;4;47.222.648.025;11.635.388.244
633654;3;3;2;6;1;1989;1;;;2;5;;66;100;;2011;2;2;2;;2;2018;1;4;;;7;1;19;2;;;1;13;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;5412;15;30;2;2;;31;3;1;3;;;1;3;1;3;0;1;1;1;2;1;1;2;4;47.222.648.025;11.635.388.244
633941;1;1;2;1;1;1929;1;;;4;7;3;110;110;0;2005;6;;1;1;;;2;15;1;9;1;;20;2;;;1;17;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;91;5;1;7;;;5;6;3;5;1;1;0;0;1;1;1;3;5;20.385.003.464;0.5022747338
634144;3;1;1;1;1;1968;1;;;1;5;;45;60;;1994;2;2;1;2;;;1;4;;;1;;19;2;;;1;33;0;1;100;2;;;1;0;8;60;75;2;;1;2;2;2;2;2;2;;3355;15;;2;2;;52;3;1;7;;;3;3;1;3;1;1;1;2;2;1;1;3;5;37.774.229.741;0.9307352447
634144;3;2;2;2;1;1967;1;;;1;4;;;;;;;;2;1;;;1;1;;;4;1;23;1;5;;1;17;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;9111;20;23;2;2;;53;7;1;7;;;3;1;1;4;0;1;1;2;2;1;1;3;5;37.774.229.741;0.9307352447
634144;3;3;2;6;1;1997;1;;;2;5;;76;100;;2017;3;1;2;3;;;2;17;;;2;1;22;1;1;;1;0;0;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;23;7;1;7;;;1;7;3;5;0;0;0;2;2;1;1;3;5;37.774.229.741;0.9307352447
634442;2;1;2;1;1;1942;1;;;1;2;;;;;;;;1;1;;;2;15;1;3;1;;15;2;;;1;15;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;78;9;2;9;;;5;6;3;5;0;1;0;0;2;2;3;2;3;24.094.380.297;0.5936716406
634442;2;2;1;2;1;1940;1;;;1;2;;;;;;;;2;2;;;2;15;7;6;1;;15;2;;;1;41;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;80;9;2;9;;;5;6;3;5;1;1;0;0;2;2;3;2;3;24.094.380.297;0.5936716406
635007;2;1;1;1;1;1931;1;;;1;2;;;;;;;;1;2;;;2;15;1;7;2;1;13;2;;;1;30;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;89;10;2;10;;;5;6;3;5;1;1;0;0;2;2;3;0;2;13.292.376.926;32.751.650.466
635007;2;2;2;2;1;1938;1;;;1;2;;;;;;;;1;1;;;2;15;1;3;2;1;15;2;;;1;15;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;82;10;2;10;;;5;6;3;5;0;1;0;0;2;2;3;0;2;13.292.376.926;32.751.650.466
635112;4;1;1;1;1;1966;1;;;1;5;;42;60;;1985;3;2;1;1;;;1;2;;;1;;22;2;;;1;32;0;1;100;2;;;2;;;60;100;2;;1;2;2;2;2;2;2;;5412;15;;2;2;;54;12;2;3;;;3;2;1;3;1;1;1;4;4;1;1;2;4;59.977.032.188;14.777.994.975
635112;4;2;2;2;1;1966;1;;;1;4;;;;;;;;2;2;;;1;1;;;3;3;17;2;;;1;36;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;8156;3;17;2;2;;54;3;1;3;;;3;1;1;2;0;1;1;4;4;1;1;2;4;59.977.032.188;14.777.994.975
635112;4;3;1;6;1;1996;1;;;2;5;;66;100;;2014;4;1;2;3;;;1;1;;;1;;20;2;;;1;2;0;1;;2;;;2;;;;;2;;1;2;2;2;1;2;2;;7513;9;;2;2;;24;3;1;3;;;1;1;1;4;0;1;1;4;4;1;1;2;4;59.977.032.188;14.777.994.975
635112;4;4;2;6;1;1998;1;;;2;5;;73;100;;2017;3;1;2;4;;;1;2;;;1;;22;2;;;1;0;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;2634;17;;2;2;;22;3;1;3;;;1;2;1;3;0;1;1;4;4;1;1;2;4;59.977.032.188;14.777.994.975
635346;2;1;2;1;1;1959;1;;;4;5;;40;60;;1977;2;2;1;2;;;1;2;;;2;3;20;2;;;1;41;0;2;;2;;;;;;62;90;3;;1;2;2;2;1;2;2;;4110;1;32;2;2;;61;8;1;8;;;4;2;1;1;1;1;1;1;2;1;2;0;2;1.125.091.644;27.721.609.514
635346;2;2;1;6;1;1997;1;;;2;6;10;98;100;0;2020;3;;1;3;;;2;11;;;0;;;;;;;;;2;;1;50;10;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;23;8;1;8;;;1;7;3;5;0;1;0;1;2;1;2;0;2;1.125.091.644;27.721.609.514
635513;3;1;1;1;1;1963;1;;;1;3;;;;;;;;1;1;;;1;1;;;1;;30;2;;;1;30;2;1;80;2;;;2;;;65;80;2;;1;2;2;2;2;2;2;;7112;6;;2;2;;57;15;3;15;;;4;1;1;4;1;1;1;1;1;3;4;2;4;39.378.927.183;0.9702740646
635513;3;2;2;2;1;1967;1;;;1;3;;;;;;;;1;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;53;15;3;15;;;3;7;3;5;0;0;0;1;1;3;4;2;4;39.378.927.183;0.9702740646
635513;3;3;1;6;1;1992;1;;;2;4;;;;;;;;2;4;;;2;11;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;28;15;3;15;;;1;7;3;5;0;0;0;1;1;3;4;2;4;39.378.927.183;0.9702740646
635514;3;1;2;1;1;1971;1;;;1;2;;;;;;;;1;1;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;49;15;3;15;;;3;7;3;5;0;0;0;0;1;3;4;2;4;79.412.874.472;1.956.687.447
635514;3;2;1;2;1;1965;1;;;1;3;;;;;;;;2;2;;;2;16;;;0;;;;;;;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;55;15;3;15;;;4;6;3;5;1;1;0;0;1;3;4;2;4;79.412.874.472;1.956.687.447
635514;3;3;2;6;1;1997;1;;;2;3;;;;;;;;2;4;;;2;11;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;23;15;3;15;;;1;7;3;5;0;0;0;0;1;3;4;2;4;79.412.874.472;1.956.687.447
636206;2;1;1;1;1;1933;1;;;1;2;;;;;;;;1;1;;;2;16;;;0;;;;;;;;;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;87;15;3;15;;;5;6;3;5;1;1;0;0;2;3;4;0;2;2.396.458.546;59.047.357.061
636206;2;2;2;2;1;1933;1;;;1;2;;;;;;;;1;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;87;15;3;15;;;5;7;3;5;0;1;0;0;2;3;4;0;2;2.396.458.546;59.047.357.061
636289;2;1;1;1;1;1950;1;;;1;4;;;;;;;;1;2;;;2;15;1;4;4;1;16;2;;;1;36;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;70;1;1;1;;;5;6;3;5;1;1;0;0;2;1;1;0;2;14.267.674.991;35.154.728.674
636289;2;2;2;2;1;1952;1;;;1;4;;;;;;;;1;1;;;2;15;2;15;2;1;19;2;;;1;20;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;68;5;1;1;;;5;6;3;5;0;1;0;0;2;1;1;0;2;14.267.674.991;35.154.728.674
636401;1;1;1;1;1;1933;1;;;4;2;;;;;;;;1;1;;;2;15;7;7;3;2;12;2;;;1;35;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;87;18;3;18;;;5;6;3;5;1;1;0;0;1;3;4;0;2;17.217.941.655;42.424.015.658
636407;2;1;1;1;1;1947;1;;;1;2;;;;;;;;1;1;;;2;15;1;5;2;1;14;2;;;1;36;1;2;;;;;;;;;;;;2;2;2;1;2;1;2;;0;;;;;;73;18;3;18;;;5;6;3;5;1;1;0;0;2;3;4;0;2;2.562.104.541;63.128.778.887
636407;2;2;2;2;1;1953;1;;;1;2;;;;;;;;1;2;;;2;15;1;1;1;;15;2;;;1;25;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;67;18;3;18;;;5;6;3;5;0;1;0;0;2;3;4;0;2;2.562.104.541;63.128.778.887
636418;2;1;1;1;1;1928;1;;;1;1;;;;;;;;1;1;;;2;15;1;6;2;1;12;2;;;1;32;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;92;18;3;18;;;5;6;3;5;1;1;0;0;2;3;4;0;2;78.876.464.288;19.434.706.093
636418;2;2;2;2;1;1932;1;;;1;1;;;;;;;;1;2;;;2;15;1;1;1;;15;2;;;1;18;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;88;18;3;18;;;5;6;3;5;0;1;0;0;2;3;4;0;2;78.876.464.288;19.434.706.093
637701;4;1;1;1;1;1941;1;;;1;2;;;;;;;;1;1;;;2;15;1;3;1;;16;1;1;;1;42;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;79;11;2;11;;;5;6;3;5;0;1;0;1;3;2;3;2;3;31.559.646.112;0.7776114867
637701;4;2;2;2;1;1947;1;;;1;2;;;;;;;;2;2;;;2;15;8;7;1;;30;1;1;;1;35;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;73;11;2;11;;;5;6;3;5;0;1;0;1;3;2;3;2;3;31.559.646.112;0.7776114867
637701;4;3;1;6;1;1971;1;;;2;4;;;;;;;;2;3;;;2;12;1;3;1;;18;;;6;1;10;0;2;;1;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;49;11;2;11;;;3;7;3;5;0;0;0;1;3;2;3;2;3;31.559.646.112;0.7776114867
637701;4;4;1;6;1;1976;1;;;2;3;;;;;;;;2;4;;;1;1;;;1;;20;2;;;1;25;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;7214;3;;2;2;;44;11;2;11;;;2;1;1;2;1;1;1;1;3;2;3;2;3;31.559.646.112;0.7776114867
638250;2;1;1;1;1;1947;1;;;1;3;;;;;;;;1;1;;;2;15;1;8;6;1;16;2;;;1;42;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;73;17;3;1;;;5;6;3;5;1;1;0;0;1;1;1;1;3;41.819.504.082;10.304.084.725
638250;2;2;2;2;1;1948;1;;;1;3;;;;;;;;2;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;72;3;1;1;;;5;7;3;5;0;0;0;0;1;1;1;1;3;41.819.504.082;10.304.084.725
638339;2;1;1;1;1;1953;1;;;1;3;;;;;;;;1;1;;;2;15;1;3;1;;15;2;;;1;43;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;67;19;3;3;;;5;6;3;5;1;1;0;0;2;1;1;0;2;14.929.732.319;36.785.999.765
638339;2;2;2;2;1;1954;1;;;1;3;;;;;;;;2;2;;;2;15;1;3;1;;15;2;;;1;35;1;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;66;16;3;3;;;5;6;3;5;0;1;0;0;2;1;1;0;2;14.929.732.319;36.785.999.765
638360;2;1;1;1;1;1946;1;;;1;7;1;106;110;0;1970;3;;1;1;;;2;15;5;13;1;;24;2;;;1;43;5;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;74;6;1;6;;;5;6;3;5;1;1;0;0;1;1;2;2;4;4.421.090.447;0.1089331199
638360;2;2;2;2;1;1954;1;;;1;5;;54;60;;1973;3;2;2;2;;;2;13;;;0;;;;;;;;;2;;2;;;;;;;;;;2;2;2;2;2;2;2;;0;;;;;;66;6;1;6;;;5;7;3;5;0;0;0;0;1;1;2;2;4;4.421.090.447;0.1089331199
639013;2;1;2;1;1;1958;1;;;4;2;;;;;;;;1;1;;;1;1;;;3;1;18;2;;;1;20;0;1;100;2;;;2;;;65;20;2;;1;2;2;1;2;2;2;;9111;17;61;2;2;;62;20;3;20;;;4;1;1;3;1;1;1;2;2;3;5;2;4;43.736.659.162;10.776.460.684
639013;2;2;1;6;1;1998;1;;;2;5;;68;100;;2019;1;1;2;2;;;1;2;;;3;1;18;2;;;1;1;0;1;;1;;;2;;;;;2;;1;2;2;2;2;2;2;;5419;18;18;2;2;;22;20;3;20;;;1;2;1;4;0;1;1;2;2;3;5;2;4;43.736.659.162;10.776.460.684
639331;2;1;2;1;1;1962;1;;;3;5;;44;60;;1981;2;2;1;1;;;1;2;;;1;;19;2;;;1;35;0;1;90;2;;;2;;;65;60;2;;1;2;2;2;2;2;2;;3313;3;;2;2;;58;8;1;8;;;4;2;1;2;0;1;1;2;2;1;2;0;2;20.562.359.835;50.664.469.255
639331;2;2;1;6;1;1984;1;;;2;5;;44;60;;2003;2;2;2;2;;;1;2;;;1;;21;2;;;1;16;0;1;;2;;;2;;;;;2;;1;2;2;2;2;2;2;;4110;3;;2;2;;36;8;1;8;;;2;2;1;2;1;1;1;2;2;1;2;0;2;20.562.359.835;50.664.469.255
639575;1;1;2;1;1;1938;1;;;3;2;;;;;;;;1;1;;;2;15;8;3;1;;18;2;;;1;38;0;2;;;;;;;;;;;;2;2;2;1;2;2;2;;0;;;;;;82;5;1;5;;;5;6;3;5;1;1;0;0;1;1;2;2;4;35.408.034.158;0.8724335496
